precipitation,temperature,humidity,label
0.3,25.6,76.0,Tidak Disiram
0.3,25.4,77.0,Tidak Disiram
0.3,24.9,79.0,Tidak Disiram
0.6,24.4,81.0,Tidak Disiram
0.6,23.6,85.0,Tidak Disiram
0.6,22.9,87.0,Tidak Disiram
0.2,22.1,88.0,Disiram sedikit
0.2,21.4,89.0,Disiram sedikit
0.2,20.8,90.0,Disiram sedikit
0.0,20.5,91.0,Disiram sedikit
0.0,20.3,91.0,Disiram sedikit
0.0,20.2,92.0,Disiram sedikit
0.0,20.0,93.0,Disiram sedikit
0.0,19.9,93.0,Disiram sedikit
0.0,19.8,94.0,Disiram sedikit
0.1,19.6,95.0,Disiram sedikit
0.1,19.5,95.0,Disiram sedikit
0.1,19.7,95.0,Disiram sedikit
0.0,20.1,94.0,Disiram sedikit
0.0,20.8,92.0,Disiram sedikit
0.0,21.6,89.0,Disiram sedikit
0.0,22.8,84.0,Disiram sedikit
0.0,24.2,78.0,Disiram sedikit
0.0,25.4,73.0,Disiram sedikit
0.0,26.1,69.0,Disiram Normal
0.0,26.6,65.0,Disiram Normal
0.0,26.7,64.0,Disiram Normal
0.1,26.4,67.0,Disiram sedikit
0.1,25.7,72.0,Disiram sedikit
0.1,24.8,78.0,Disiram sedikit
0.2,23.6,83.0,Disiram sedikit
0.2,22.3,89.0,Disiram sedikit
0.2,21.3,93.0,Disiram sedikit
0.2,20.9,96.0,Disiram sedikit
0.2,20.7,97.0,Disiram sedikit
0.2,20.6,98.0,Disiram sedikit
0.1,20.4,98.0,Disiram sedikit
0.1,20.3,98.0,Disiram sedikit
0.1,20.2,98.0,Disiram sedikit
0.0,20.1,98.0,Disiram sedikit
0.0,20.0,97.0,Disiram sedikit
0.0,20.1,96.0,Disiram sedikit
0.1,20.5,94.0,Disiram sedikit
0.1,21.1,92.0,Disiram sedikit
0.1,21.9,89.0,Disiram sedikit
0.1,23.3,83.0,Disiram sedikit
0.1,24.9,77.0,Disiram sedikit
0.1,26.1,72.0,Disiram sedikit
0.4,26.5,71.0,Tidak Disiram
0.4,26.4,72.0,Tidak Disiram
0.4,26.0,74.0,Tidak Disiram
0.9,25.4,77.0,Tidak Disiram
0.9,24.6,81.0,Tidak Disiram
0.9,23.7,85.0,Tidak Disiram
1.4,22.8,89.0,Tidak Disiram
1.4,21.9,93.0,Tidak Disiram
1.4,21.1,96.0,Tidak Disiram
9.3,20.7,98.0,Tidak Disiram
9.3,20.5,99.0,Tidak Disiram
9.3,20.3,99.0,Tidak Disiram
1.2,20.0,98.0,Tidak Disiram
1.2,19.8,96.0,Tidak Disiram
1.2,19.6,95.0,Tidak Disiram
0.1,19.4,94.0,Disiram sedikit
0.1,19.2,94.0,Disiram sedikit
0.1,19.2,93.0,Disiram sedikit
0.0,19.4,93.0,Disiram sedikit
0.0,19.7,92.0,Disiram sedikit
0.0,20.4,90.0,Disiram sedikit
0.0,21.8,84.0,Disiram sedikit
0.0,23.5,77.0,Disiram sedikit
0.0,24.9,71.0,Disiram sedikit
0.1,25.7,68.0,Disiram sedikit
0.1,26.2,68.0,Disiram sedikit
0.1,26.2,69.0,Disiram sedikit
0.5,25.6,73.0,Tidak Disiram
0.5,24.6,80.0,Tidak Disiram
0.5,23.6,85.0,Tidak Disiram
0.7,22.7,89.0,Tidak Disiram
0.7,21.8,92.0,Tidak Disiram
0.7,21.2,94.0,Tidak Disiram
0.8,20.8,96.0,Tidak Disiram
0.8,20.7,96.0,Tidak Disiram
0.8,20.6,97.0,Tidak Disiram
0.9,20.5,98.0,Tidak Disiram
0.9,20.4,98.0,Tidak Disiram
0.9,20.3,98.0,Tidak Disiram
0.1,20.1,98.0,Disiram sedikit
0.1,19.9,97.0,Disiram sedikit
0.1,20.0,96.0,Disiram sedikit
0.0,20.3,95.0,Disiram sedikit
0.0,20.8,93.0,Disiram sedikit
0.0,21.6,90.0,Disiram sedikit
0.1,22.9,85.0,Disiram sedikit
0.1,24.4,80.0,Disiram sedikit
0.1,25.4,77.0,Disiram sedikit
0.8,25.3,78.0,Tidak Disiram
0.8,24.7,81.0,Tidak Disiram
0.8,24.0,85.0,Tidak Disiram
0.8,23.2,88.0,Tidak Disiram
0.8,22.3,92.0,Tidak Disiram
0.8,21.6,94.0,Tidak Disiram
0.5,21.3,94.0,Tidak Disiram
0.5,21.2,93.0,Tidak Disiram
0.5,21.0,93.0,Tidak Disiram
2.6,20.7,95.0,Tidak Disiram
2.6,20.4,97.0,Tidak Disiram
2.6,20.2,99.0,Tidak Disiram
8.5,20.2,99.0,Tidak Disiram
8.5,20.2,99.0,Tidak Disiram
8.5,20.2,99.0,Tidak Disiram
0.4,20.0,99.0,Tidak Disiram
0.4,19.7,99.0,Tidak Disiram
0.4,19.7,98.0,Tidak Disiram
0.0,19.9,97.0,Disiram sedikit
0.0,20.2,95.0,Disiram sedikit
0.0,20.9,92.0,Disiram sedikit
0.0,22.2,87.0,Disiram sedikit
0.0,23.7,81.0,Disiram sedikit
0.0,24.8,77.0,Disiram sedikit
0.5,24.9,78.0,Tidak Disiram
0.5,24.5,82.0,Tidak Disiram
0.5,24.0,86.0,Tidak Disiram
0.7,23.5,88.0,Tidak Disiram
0.7,23.0,90.0,Tidak Disiram
0.7,22.5,91.0,Tidak Disiram
1.1,22.1,91.0,Tidak Disiram
1.1,21.7,92.0,Tidak Disiram
1.1,21.3,92.0,Tidak Disiram
0.9,21.0,93.0,Tidak Disiram
0.9,20.7,95.0,Tidak Disiram
0.9,20.5,97.0,Tidak Disiram
5.7,20.4,98.0,Tidak Disiram
5.7,20.2,99.0,Tidak Disiram
5.7,20.2,99.0,Tidak Disiram
2.4,20.2,98.0,Tidak Disiram
2.4,20.3,96.0,Tidak Disiram
2.4,20.4,95.0,Tidak Disiram
0.4,20.4,95.0,Tidak Disiram
0.4,20.3,96.0,Tidak Disiram
0.4,20.4,96.0,Tidak Disiram
0.5,20.9,94.0,Tidak Disiram
0.5,21.6,90.0,Tidak Disiram
0.5,22.4,87.0,Tidak Disiram
0.4,23.4,84.0,Tidak Disiram
0.4,24.5,81.0,Tidak Disiram
0.4,25.0,80.0,Tidak Disiram
0.7,24.6,82.0,Tidak Disiram
0.7,23.7,87.0,Tidak Disiram
0.7,22.8,90.0,Tidak Disiram
0.6,22.2,91.0,Tidak Disiram
0.6,21.6,92.0,Tidak Disiram
0.6,21.2,92.0,Tidak Disiram
0.5,21.0,92.0,Tidak Disiram
0.5,21.0,93.0,Tidak Disiram
0.5,20.9,93.0,Tidak Disiram
0.2,20.7,93.0,Disiram sedikit
